INDEX,YEAR,MN,DT,HR,SLP,MSLP,DBT,WBT,DPT,RH,DD,FFF,RF,EVP
43057,2016,1,21,12,1015.2,1016.4,20.6,16.0,12.5,060,05,010,0.0,010
43057,2016,1,22,12,1014.8,1016.0,21.0,16.6,13.4,063,07,008,0.0,010
43057,2016,1,23,12,1014.7,1015.9,22.0,17.2,13.8,059,00,000,0.0,012
43057,2016,1,24,12,1014.2,1015.4,22.4,18.4,15.8,066,09,006,0.0,012
43057,2016,1,25,12,1013.7,1014.9,20.4,18.8,17.8,085,00,000,0.0,016
43057,2016,1,26,12,1013.5,1014.7,20.8,16.6,13.5,063,00,000,0.0,012
43057,2016,1,27,12,1013.8,1015.0,20.0,18.8,18.1,089,00,000,0.0,010
43057,2016,1,28,12,1013.6,1014.8,19.0,16.8,15.3,079,00,000,0.0,008
43057,2016,1,29,12,1014.1,1015.3,20.4,19.0,18.2,087,00,000,0.0,014
43057,2016,1,30,12,1014.7,1015.9,22.0,19.4,17.8,077,00,000,0.0,008
43057,2016,1,31,12,1013.4,1014.6,21.8,20.8,20.3,091,00,000,0.0,010
43057,2016,1,1,24,1016.8,1018.0,30.6,20.6,14.1,037,09,004,0.0,   
43057,2016,1,2,24,1017.7,1018.9,29.2,20.2,14.3,040,00,000,0.0,   
43057,2016,1,3,24,1016.4,1017.6,28.2,22.4,19.3,058,00,000,0.0,   
43057,2016,1,4,24,1016.2,1017.4,30.0,21.0,15.4,042,00,000,0.0,   
43057,2016,1,5,24,1015.5,1016.7,29.6,22.2,18.1,050,00,000,0.0,   
43057,2016,1,6,24,1014.8,1016.0,22.2,21.0,20.3,089,00,000,0.0,   
43057,2016,1,7,24,1015.3,1016.5,27.4,22.4,19.7,063,00,000,0.0,   
43057,2016,1,8,24,1016.8,1018.0,27.4,22.9,20.4,066,00,000,0.0,   
43057,2016,1,9,24,1014.5,1015.7,28.4,21.4,17.3,051,00,000,0.0,   
43057,2016,1,10,24,1014.6,1015.8,27.6,21.0,17.1,053,07,004,0.0,   
43057,2016,1,11,24,1014.6,1015.8,28.2,22.6,19.6,060,27,004,0.0,   
43057,2016,1,12,24,1014.0,1015.2,27.0,22.4,20.0,065,00,000,0.0,   
43057,2016,1,13,24,1013.3,1014.5,26.0,20.8,17.8,060,00,000,0.0,   
43057,2016,1,14,24,1013.6,1014.8,26.4,21.8,19.3,065,00,000,0.0,   
43057,2016,1,15,24,1012.9,1014.1,26.0,20.8,17.8,060,32,006,0.0,   
43057,2016,1,16,24,1012.3,1013.5,26.0,21.0,18.1,062,32,004,0.0,   
43057,2016,1,17,24,1012.4,1013.6,26.0,21.4,18.8,064,00,000,0.0,   
43057,2016,1,18,24,1012.0,1013.2,25.6,20.6,17.7,061,32,004,0.0,   
43057,2016,1,19,24,1012.8,1014.0,26.8,20.2,16.1,052,09,004,0.0,   
43057,2016,1,20,24,1014.8,1016.0,26.4,18.4,12.7,043,07,004,0.0,   
43057,2016,1,21,24,1016.0,1017.2,26.6,19.4,14.7,048,09,008,0.0,   
43057,2016,1,22,24,1015.1,1016.3,27.0,19.4,14.3,046,07,010,0.0,   
43057,2016,1,23,24,1015.0,1016.2,28.4,20.0,14.5,043,07,004,0.0,   
43057,2016,1,24,24,1015.1,1016.3,29.6,21.6,16.9,046,05,006,0.0,   
43057,2016,1,25,24,1013.9,1015.1,29.2,21.6,17.2,048,00,000,0.0,   
43057,2016,1,26,24,1013.6,1014.8,27.4,20.4,16.1,050,00,000,0.0,   
43057,2016,1,27,24,1014.5,1015.7,26.2,21.3,18.7,064,00,000,0.0,   
43057,2016,1,28,24,1013.8,1015.0,26.8,20.8,17.2,056,00,000,0.0,   
43057,2016,1,29,24,1015.4,1016.3,28.4,22.4,19.2,057,00,000,0.0,   
43057,2016,1,30,24,1015.0,1016.2,27.0,22.4,20.0,065,00,000,0.0,   
43057,2016,1,31,24,1014.0,1015.2,27.4,21.6,18.3,058,00,000,0.0,   
43057,2016,1,1,48,1013.5,1014.7,27.4,22.4,19.7,063,34,006,0.0,016
43057,2016,1,2,48,1014.6,1015.8,27.2,21.6,18.4,059,00,000,0.0,014
43057,2016,1,3,48,1012.0,1013.2,25.8,22.4,20.6,073,34,008,0.0,012
43057,2016,1,4,48,1012.2,1013.4,26.6,23.4,21.8,075,00,000,0.0,016
43057,2016,1,5,48,1011.1,1012.3,31.4,25.0,22.0,057,34,004,0.0,012
43057,2016,1,6,48,1010.9,1012.1,27.0,23.4,21.6,073,00,000,0.0,012
43057,2016,1,7,48,1012.7,1013.9,27.0,22.8,20.6,068,32,004,0.0,012
43057,2016,1,8,48,1012.1,1013.3,26.4,22.8,21.0,072,34,008,0.0,012
43057,2016,1,9,48,1010.7,1011.9,26.0,22.2,19.9,069,34,008,0.0,012
43057,2016,1,10,48,1011.3,1012.5,26.0,22.6,20.8,073,34,008,0.0,012
43057,2016,1,11,48,1011.1,1012.3,27.4,22.2,19.4,062,32,006,0.0,014
43057,2016,1,12,48,1010.0,1011.2,25.2,22.0,20.3,074,34,006,0.0,008
43057,2016,1,13,48,1008.8,1010.0,25.4,21.4,19.2,068,34,008,0.0,010
43057,2016,1,14,48,1010.0,1011.2,25.0,20.4,17.7,064,32,006,0.0,012
43057,2016,1,15,48,1009.9,1011.1,24.8,20.6,18.2,069,32,006,0.0,016
43057,2016,1,16,48,1009.0,1010.2,25.0,20.4,17.7,064,27,004,0.0,010
43057,2016,1,18,48,1007.9,1009.1,25.0,20.2,17.3,062,32,004,0.0,008
43057,2016,1,19,48,1009.7,1010.9,24.2,18.8,15.2,057,32,008,0.0,012
43057,2016,1,20,48,1010.9,1012.1,24.4,18.2,13.9,052,34,010,0.0,018
43057,2016,1,21,48,1011.6,1012.8,25.0,20.6,18.0,065,34,008,0.0,012
43057,2016,1,22,48,1011.5,1012.7,25.6,21.2,18.7,066,32,008,0.0,018
43057,2016,1,23,48,1011.3,1012.5,27.0,22.4,20.0,065,32,006,0.0,014
43057,2016,1,24,48,1011.8,1013.0,27.0,22.2,19.6,064,32,006,0.0,012
43057,2016,1,25,48,1010.5,1011.7,25.4,21.8,19.9,071,32,006,0.0,014
43057,2016,1,26,48,1010.7,1011.9,25.0,20.2,17.3,062,34,008,0.0,014
43057,2016,1,27,48,1011.3,1012.5,24.6,20.0,17.2,063,29,008,0.0,014
43057,2016,1,28,48,1010.4,1011.6,25.4,22.6,21.2,078,29,008,0.0,014
43057,2016,1,29,48,1011.3,1012.5,26.6,22.8,20.9,071,29,006,0.0,016
43057,2016,1,30,48,1010.7,1011.9,25.4,23.2,22.1,082,34,010,0.0,012
43057,2016,1,31,48,1010.5,1011.7,25.4,22.4,20.8,076,34,010,0.0,012
43057,2016,2,1,12,1014.0,1015.2,21.4,20.6,20.2,093,00,000,0.0,008
43057,2016,2,2,12,1014.7,1015.9,23.0,20.2,18.6,076,00,000,0.0,008
43057,2016,2,3,12,1014.1,1015.3,19.2,16.8,15.1,077,00,000,0.0,008
43057,2016,2,4,12,1013.5,1014.7,20.0,18.6,17.7,087,00,000,0.0,008
43057,2016,2,5,12,1011.9,1013.1,20.0,18.8,18.1,089,00,000,0.0,008
43057,2016,2,6,12,1011.4,1012.6,20.4,19.2,18.5,089,00,000,0.0,010
43057,2016,2,7,12,1014.3,1015.5,21.2,19.2,18.0,082,09,004,0.0,012
43057,2016,2,8,12,1013.3,1014.5,29.0,17.2,16.0,083,00,000,0.0,012
43057,2016,2,9,12,1012.1,1013.3,21.8,21.4,21.2,096,00,000,0.0,006
43057,2016,2,10,12,1012.0,1013.2,22.2,21.4,21.0,093,00,000,0.0,008
43057,2016,2,11,12,1011.8,1013.0,21.8,20.6,19.9,089,00,000,0.0,010
43057,2016,2,12,12,1012.4,1013.6,21.0,19.2,18.1,083,07,006,0.0,012
43057,2016,2,13,12,1013.7,1014.9,20.6,18.4,17.0,080,07,004,0.0,014
43057,2016,2,14,12,1012.7,1013.9,20.4,17.8,16.1,076,00,000,0.0,012
43057,2016,2,15,12,1012.8,1014.0,20.2,15.6,12.0,059,00,000,0.0,016
43057,2016,2,16,12,1012.5,1013.7,22.4,19.2,17.2,072,00,000,0.0,016
43057,2016,2,17,12,1013.1,1014.3,22.8,21.6,21.0,089,00,000,0.0,012
43057,2016,2,18,12,1012.3,1013.5,22.8,21.4,20.7,088,00,000,0.0,006
43057,2016,2,19,12,1013.6,1014.8,23.4,22.6,22.2,093,00,000,0.0,010
43057,2016,2,20,12,1015.0,1016.2,24.8,22.0,20.5,077,32,004,0.0,012
43057,2016,2,21,12,1013.3,1014.5,24.0,20.6,18.7,072,00,000,0.0,012
43057,2016,2,22,12,1013.8,1015.0,24.0,19.2,16.1,061,00,000,0.0,014
43057,2016,2,23,12,1011.7,1012.9,23.2,20.6,19.1,078,05,004,0.0,020
43057,2016,2,24,12,1011.0,1012.2,22.2,21.2,20.7,091,14,006,0.0,010
43057,2016,2,25,12,1012.6,1013.8,22.2,21.0,20.3,089,00,000,0.0,008
43057,2016,2,26,12,1013.4,1014.6,22.0,21.0,20.5,091,00,000,0.0,010
43057,2016,2,27,12,1012.7,1013.9,23.0,22.0,21.5,091,00,000,0.0,014
43057,2016,2,29,12,1015.3,1016.5,24.0,22.6,21.9,088,00,000,0.0,008
43057,2016,2,1,24,1014.7,1015.9,27.0,21.6,18.6,060,00,000,0.0,   
43057,2016,2,2,24,1015.2,1016.4,22.6,21.2,17.5,054,00,000,0.0,   
43057,2016,2,3,24,1014.6,1015.8,28.4,22.0,18.4,055,00,000,0.0,   
43057,2016,2,4,24,1013.7,1014.9,27.4,20.6,16.5,051,14,004,0.0,   
43057,2016,2,5,24,1013.1,1014.3,27.0,23.2,21.3,071,00,000,0.0,   
43057,2016,2,6,24,1012.7,1013.9,25.4,21.4,19.2,068,00,000,0.0,   
43057,2016,2,7,24,1015.4,1016.6,26.0,20.8,17.8,060,14,004,0.0,   
43057,2016,2,8,24,1013.8,1015.0,26.4,20.4,16.8,055,00,000,0.0,   
43057,2016,2,9,24,1012.7,1013.9,26.6,23.4,21.8,075,00,000,0.0,   
43057,2016,2,10,24,1012.9,1014.1,27.0,23.2,21.3,071,00,000,0.0,   
43057,2016,2,11,24,1013.0,1014.2,28.0,22.0,18.7,058,32,004,0.0,   
43057,2016,2,12,24,1013.3,1014.5,26.0,20.8,17.8,060,34,008,0.0,   
43057,2016,2,13,24,1013.8,1015.0,24.6,19.6,16.5,061,34,010,0.0,   
43057,2016,2,14,24,1013.0,1014.2,26.6,19.8,15.5,050,32,006,0.0,   
43057,2016,2,15,24,1012.7,1013.9,26.6,19.8,15.5,050,34,006,0.0,   
43057,2016,2,16,24,1013.1,1014.3,27.0,21.0,17.5,056,32,004,0.0,   
43057,2016,2,17,24,1013.6,1014.8,27.0,23.8,22.3,075,11,004,0.0,   
43057,2016,2,18,24,1013.0,1014.2,28.0,23.4,21.1,066,27,006,0.0,   
43057,2016,2,19,24,1014.6,1015.8,26.4,24.0,22.9,081,34,008,0.0,   
43057,2016,2,20,24,1015.4,1016.6,27.0,23.8,22.3,075,32,006,0.0,   
43057,2016,2,21,24,1014.0,1015.2,27.4,21.8,18.7,059,29,008,0.0,   
43057,2016,2,22,24,1014.8,1016.0,29.0,19.0,11.8,035,34,006,0.0,   
43057,2016,2,23,24,1012.0,1013.2,28.2,23.6,21.3,066,32,004,0.0,   
43057,2016,2,24,24,1012.0,1013.2,28.4,24.6,22.8,072,00,000,0.0,   
43057,2016,2,25,24,1013.3,1014.5,27.0,23.2,21.3,071,14,004,0.0,   
43057,2016,2,26,24,1013.7,1014.9,27.4,22.8,20.4,066,29,006,0.0,   
43057,2016,2,27,24,1012.7,1013.9,29.0,25.0,23.2,071,25,004,0.0,   
43057,2016,2,28,24,1014.8,1016.0,29.0,25.4,23.8,074,14,004,0.0,   
43057,2016,2,29,24,1014.9,1016.1,29.0,25.4,23.8,074,00,000,0.0,   
43057,2016,2,1,48,1011.4,1012.6,26.0,22.8,21.2,075,32,004,0.0,020
43057,2016,2,2,48,1011.1,1012.3,26.2,21.8,19.4,066,34,010,0.0,014
43057,2016,2,4,48,1009.7,1010.9,25.4,22.2,20.5,074,32,004,0.0,012
43057,2016,2,5,48,1009.0,1010.2,25.2,22.0,20.3,074,32,006,0.0,012
43057,2016,2,6,48,1009.4,1010.6,24.8,18.2,13.6,050,27,006,0.0,010
43057,2016,2,7,48,1012.2,1013.4,29.4,20.0,17.3,065,34,004,0.0,012
43057,2016,2,8,48,1009.9,1011.1,24.8,21.4,19.5,072,32,004,0.0,020
43057,2016,2,9,48,1009.1,1010.3,25.6,22.8,21.4,078,29,006,0.0,016
43057,2016,2,10,48,1009.2,1010.4,26.4,20.4,18.6,062,25,006,0.0,016
43057,2016,2,11,48,1010.3,1011.4,24.8,21.0,18.9,070,29,008,0.0,012
43057,2016,2,12,48,1010.6,1011.8,24.0,19.6,16.9,064,32,010,0.0,014
43057,2016,2,13,48,1010.6,1011.8,24.8,20.8,18.5,068,32,012,0.0,012
43057,2016,2,14,48,1009.6,1010.8,25.4,18.4,13.5,048,34,014,0.0,020
43057,2016,2,15,48,1010.1,1011.3,25.4,20.2,17.1,060,32,016,0.0,018
43057,2016,2,16,48,1009.3,1010.5,25.6,23.4,22.3,082,29,008,0.0,010
43057,2016,2,17,48,1010.2,1011.4,26.6,23.8,22.5,078,29,006,0.0,018
43057,2016,2,18,48,1009.2,1010.4,25.4,23.0,21.8,081,29,010,0.0,014
43057,2016,2,19,48,1011.9,1013.1,25.6,23.8,22.9,085,32,014,0.0,012
43057,2016,2,20,48,1011.3,1012.4,25.8,22.2,20.3,072,32,012,0.0,014
43057,2016,2,21,48,1010.2,1011.4,27.0,20.6,16.7,053,00,000,0.0,014
43057,2016,2,22,48,1010.8,1012.0,26.4,19.4,14.8,049,34,012,0.0,020
43057,2016,2,23,48,1007.5,1008.7,26.0,23.4,22.1,079,29,010,0.0,016
43057,2016,2,24,48,1008.8,1010.0,26.4,23.2,21.6,075,25,008,0.0,012
43057,2016,2,25,48,1009.7,1010.9,26.4,21.0,17.9,059,29,004,0.0,014
43057,2016,2,26,48,1009.9,1011.1,26.6,23.0,21.2,072,32,004,0.0,020
43057,2016,2,27,48,1010.3,1011.5,28.2,25.6,24.5,080,32,004,0.0,018
43057,2016,2,28,48,1011.1,1012.3,28.2,24.8,23.2,075,29,004,0.0,016
43057,2016,2,29,48,1010.2,1011.4,28.0,25.6,24.6,082,32,008,0.0,012
43057,2016,3,1,12,1011.8,1013.0,24.4,23.2,22.6,090,00,000,0.0,008
43057,2016,3,2,12,1012.4,1013.6,25.0,23.8,23.2,090,00,000,0.0,012
43057,2016,3,3,12,1014.4,1015.6,24.4,22.8,22.0,087,00,000,0.0,006
43057,2016,3,5,12,1011.7,1012.9,25.2,22.2,20.6,076,00,000,0.0,008
43057,2016,3,6,12,1011.8,1013.0,24.4,22.4,21.4,083,00,000,0.0,016
43057,2016,3,7,12,1011.5,1012.7,24.0,21.2,19.7,077,00,000,0.0,010
43057,2016,3,8,12,1010.5,1011.7,25.0,20.2,17.3,062,00,000,0.0,020
43057,2016,3,9,12,1010.7,1011.9,26.0,22.6,20.8,073,00,000,0.0,020
43057,2016,3,10,12,1011.3,1012.5,24.4,21.0,19.1,072,00,000,0.0,020
43057,2016,3,11,12,1012.0,1013.2,26.2,24.0,23.0,082,34,008,0.0,020
43057,2016,3,12,12,1011.0,1012.2,25.0,23.8,23.2,090,00,000,0.0,016
43057,2016,3,13,12,1012.5,1013.7,25.4,22.4,20.8,076,29,004,0.0,020
43057,2016,3,14,12,1013.8,1015.0,24.4,22.0,20.7,080,00,000,0.0,020
43057,2016,3,15,12,1012.8,1014.0,24.8,23.0,22.1,085,34,004,0.0,020
43057,2016,3,16,12,1011.8,1013.0,25.0,23.0,22.0,084,00,000,0.0,020
43057,2016,3,17,12,1012.0,1013.2,25.0,23.0,22.0,084,00,000,0.0,016
43057,2016,3,18,12,1011.9,1013.1,25.4,23.8,23.0,087,00,000,0.0,018
43057,2016,3,19,12,1011.0,1012.2,26.4,23.8,22.6,079,00,000,0.0,014
43057,2016,3,20,12,1012.1,1013.3,28.0,23.6,21.4,068,00,000,0.0,020
43057,2016,3,21,12,1011.7,1012.9,26.6,24.6,23.7,084,00,000,0.0,010
43057,2016,3,22,12,1009.7,1010.9,24.0,20.8,19.0,074,00,000,0.0,010
43057,2016,3,23,12,1009.1,1010.3,26.0,23.6,22.4,081,00,000,0.0,020
43057,2016,3,24,12,1010.8,1012.0,27.0,25.8,25.3,090,00,000,0.0,016
43057,2016,3,25,12,1011.6,1012.8,26.6,25.0,24.3,087,14,004,0.0,016
43057,2016,3,26,12,1012.1,1013.3,26.0,24.6,24.0,088,00,000,0.0,008
43057,2016,3,27,12,1011.4,1012.6,26.2,24.2,23.3,084,00,000,0.0,012
43057,2016,3,28,12,1011.4,1012.6,26.4,22.4,20.3,069,00,000,0.0,014
43057,2016,3,29,12,1011.6,1012.8,26.2,24.4,23.6,085,00,000,0.0,020
43057,2016,3,30,12,1012.2,1013.4,26.4,24.2,23.2,082,00,000,0.0,010
43057,2016,3,31,12,1012.6,1013.8,26.0,23.8,22.8,082,00,000,0.0,016
43057,2016,3,1,24,1012.3,1013.5,30.0,24.6,22.0,063,00,000,0.0,   
43057,2016,3,2,24,1013.0,1014.2,31.4,28.0,26.7,076,00,000,0.0,   
43057,2016,3,3,24,1014.1,1015.3,32.0,25.4,22.4,057,00,000,0.0,   
43057,2016,3,4,24,1013.5,1014.7,29.2,23.2,20.1,058,09,011,0.0,   
43057,2016,3,5,24,1011.8,1013.0,31.0,24.0,20.5,054,00,000,0.0,   
43057,2016,3,6,24,1012.0,1013.2,30.1,24.0,21.0,059,00,000,0.0,   
43057,2016,3,7,24,1011.3,1012.5,29.0,23.6,20.9,062,34,006,0.0,   
43057,2016,3,8,24,1010.8,1012.0,30.4,22.8,18.7,050,00,000,0.0,   
43057,2016,3,9,24,1011.4,1012.6,32.0,25.6,22.7,058,29,006,0.0,   
43057,2016,3,10,24,1012.0,1013.2,30.2,23.4,18.1,054,00,000,0.0,   
43057,2016,3,11,24,1012.0,1013.2,30.4,23.8,20.5,055,00,000,0.0,   
43057,2016,3,12,24,1011.3,1012.5,29.0,24.6,22.5,068,29,006,0.0,   
43057,2016,3,13,24,1013.5,1014.7,28.0,22.8,20.1,062,00,000,0.0,   
43057,2016,3,14,24,1013.5,1014.7,28.2,23.6,21.3,066,29,008,0.0,   
43057,2016,3,15,24,1012.1,1013.3,30.0,24.4,21.7,061,99,004,0.0,   
43057,2016,3,16,24,1011.4,1012.6,30.4,25.4,23.1,065,00,000,0.0,   
43057,2016,3,17,24,1012.5,1013.7,30.4,25.8,23.8,068,00,000,0.0,   
43057,2016,3,18,24,1012.0,1013.2,30.0,26.4,24.9,074,99,004,0.0,   
43057,2016,3,19,24,1011.8,1013.0,32.4,25.6,22.5,056,00,000,0.0,   
43057,2016,3,20,24,1012.8,1014.0,31.0,25.0,22.2,060,00,000,0.0,   
43057,2016,3,21,24,1012.3,1013.5,31.0,25.8,23.5,065,00,000,0.0,   
43057,2016,3,22,24,1010.2,1011.4,31.0,25.0,22.2,060,27,006,0.0,   
43057,2016,3,23,24,1009.2,1010.4,32.4,24.2,20.1,048,16,004,0.0,   
43057,2016,3,24,24,1011.7,1012.9,30.4,26.8,25.3,074,25,004,0.0,   
43057,2016,3,25,24,1012.2,1013.4,30.0,26.6,25.2,075,23,004,0.0,   
43057,2016,3,26,24,1012.0,1013.2,30.2,25.8,23.9,069,00,000,0.0,   
43057,2016,3,27,24,1011.1,1012.3,32.0,27.4,25.5,069,29,004,0.0,   
43057,2016,3,28,24,1011.4,1012.6,34.0,23.4,17.6,038,00,000,0.0,   
43057,2016,3,29,24,1011.8,1013.0,31.6,21.8,15.9,039,00,000,0.0,   
43057,2016,3,30,24,1012.5,1013.7,32.0,26.8,23.7,061,00,000,0.0,   
43057,2016,3,31,24,1012.1,1013.3,30.4,24.2,21.2,058,00,000,0.0,   
43057,2016,3,1,48,1008.6,1009.8,28.6,26.0,24.9,080,32,004,0.0,016
43057,2016,3,2,48,1009.3,1010.5,29.0,25.4,23.8,074,29,004,0.0,016
43057,2016,3,3,48,1009.9,1011.1,30.0,25.4,23.3,068,32,006,0.0,016
43057,2016,3,4,48,1009.5,1010.7,29.0,24.8,22.9,070,18,004,0.0,020
43057,2016,3,5,48,1007.6,1008.8,28.0,24.2,22.4,072,34,010,0.0,020
43057,2016,3,6,48,1008.6,1009.8,27.4,22.6,19.7,063,32,010,0.0,026
43057,2016,3,7,48,1007.6,1008.8,27.4,23.2,21.1,069,34,006,0.0,020
43057,2016,3,8,48,1007.2,1008.4,28.4,21.2,16.9,050,34,010,0.0,020
43057,2016,3,9,48,1008.3,1009.5,27.4,24.2,22.7,075,34,010,0.0,020
43057,2016,3,10,48,1008.0,1009.2,28.4,23.8,21.5,066,34,010,0.0,020
43057,2016,3,11,48,1008.1,1009.3,29.0,26.0,25.0,079,32,006,0.0,020
43057,2016,3,12,48,1008.7,1009.9,27.4,22.0,19.0,060,32,006,0.0,020
43057,2016,3,13,48,1010.4,1011.6,26.4,22.8,21.0,072,29,010,0.0,020
43057,2016,3,14,48,1010.0,1011.2,26.4,23.0,21.3,074,32,006,0.0,020
43057,2016,3,16,48,1008.0,1009.2,28.4,25.2,23.8,076,34,008,0.0,020
43057,2016,3,17,48,1008.7,1009.9,28.4,23.8,21.5,066,34,008,0.0,018
43057,2016,3,18,48,1007.5,1008.7,29.0,26.0,24.7,078,32,006,0.0,020
43057,2016,3,19,48,1008.3,1009.5,30.4,23.6,20.1,054,32,010,0.0,020
43057,2016,3,20,48,1009.0,1010.2,30.4,24.2,21.2,058,32,006,0.0,020
43057,2016,3,21,48,1008.3,1009.5,29.4,23.4,20.3,058,34,010,0.0,020
43057,2016,3,22,48,1005.7,1006.9,29.4,25.8,24.2,074,32,008,0.0,020
43057,2016,3,23,48,1005.0,1006.2,31.0,24.8,21.9,058,32,010,0.0,020
43057,2016,3,24,48,1007.6,1008.8,29.4,26.4,25.1,078,32,004,0.0,020
43057,2016,3,25,48,1009.4,1010.6,29.0,26.2,25.0,079,27,006,0.0,020
43057,2016,3,27,48,1007.4,1008.6,29.6,26.2,24.8,075,36,004,0.0,020
43057,2016,3,28,48,1008.3,1009.5,30.4,26.4,24.7,072,32,006,0.0,022
43057,2016,3,29,48,1009.2,1010.4,29.6,27.2,26.2,082,32,008,0.0,020
43057,2016,3,30,48,1009.8,1011.0,29.2,26.0,24.6,076,29,008,0.0,020
43057,2016,3,31,48,1008.3,1009.5,28.4,24.4,22.5,071,32,008,0.0,020
43057,2016,4,1,12,1009.8,1011.0,26.6,23.8,22.5,078,00,000,0.0,016
43057,2016,4,2,12,1010.0,1011.2,26.6,24.6,23.7,084,00,000,0.0,016
43057,2016,4,3,12,1011.8,1013.0,26.4,25.2,24.7,090,00,000,0.0,020
43057,2016,4,4,12,1010.0,1011.2,26.0,24.8,24.3,090,00,000,0.0,010
43057,2016,4,5,12,1009.1,1010.3,27.2,25.6,24.9,087,00,000,0.0,012
43057,2016,4,6,12,1010.9,1012.1,26.4,24.0,22.9,081,00,000,0.0,008
43057,2016,4,7,12,1010.3,1011.5,27.0,25.0,24.1,084,00,000,0.0,050
43057,2016,4,8,12,1009.4,1010.6,26.2,21.6,19.2,066,34,004,0.0,020
43057,2016,4,9,12,1009.5,1010.7,27.0,24.6,23.5,081,34,004,0.0,014
43057,2016,4,11,12,1011.0,1012.2,27.0,24.6,23.5,081,00,000,0.0,014
43057,2016,4,12,12,1009.2,1010.4,27.6,25.8,25.0,086,00,000,0.0,016
43057,2016,4,13,12,1008.6,1009.8,27.4,25.0,23.9,081,00,000,0.0,020
43057,2016,4,14,12,1008.1,1009.3,26.2,24.8,24.2,089,00,000,0.0,000
43057,2016,4,15,12,1008.4,1009.6,26.2,22.6,20.7,072,00,000,0.0,018
43057,2016,4,16,12,1008.6,1009.8,27.2,25.2,24.3,084,00,000,0.0,014
43057,2016,4,17,12,1009.0,1010.2,26.0,22.6,20.8,073,00,000,0.0,018
43057,2016,4,18,12,1008.9,1010.1,27.4,25.0,23.9,081,00,000,0.0,018
43057,2016,4,19,12,1008.0,1009.2,28.4,25.2,23.8,076,00,000,0.0,014
43057,2016,4,20,12,1009.8,1011.0,28.0,26.6,26.0,089,00,000,0.0,016
43057,2016,4,21,12,1010.0,1011.2,27.2,25.6,24.9,087,00,000,0.0,014
43057,2016,4,22,12,1010.2,1011.4,26.9,23.4,21.9,077,00,000,0.0,010
43057,2016,4,23,12,1008.5,1009.7,27.4,24.4,23.0,077,00,000,0.0,012
43057,2016,4,24,12,1007.0,1008.2,27.0,25.0,24.1,084,00,000,0.0,014
43057,2016,4,25,12,1007.5,1008.7,26.4,24.4,23.5,084,00,000,0.0,016
43057,2016,4,26,12,1009.4,1010.6,26.8,24.8,23.9,084,00,000,0.0,014
43057,2016,4,27,12,1008.6,1009.8,28.4,25.8,24.7,080,00,000,0.0,016
43057,2016,4,28,12,1007.0,1008.2,28.6,24.8,23.1,072,00,000,0.0,016
43057,2016,4,29,12,1008.4,1009.6,28.0,26.2,25.4,086,00,000,0.0,012
43057,2016,4,30,12,1009.2,1010.4,28.2,25.8,24.8,082,00,000,0.0,018
43057,2016,4,1,24,1009.8,1011.0,30.4,25.4,23.1,065,32,004,0.0,   
43057,2016,4,2,24,1010.5,1011.7,30.4,26.4,24.7,072,32,004,0.0,   
43057,2016,4,3,24,1012.2,1013.4,30.0,26.6,25.2,075,29,006,0.0,   
43057,2016,4,4,24,1010.1,1011.3,30.0,26.8,25.5,077,00,000,0.0,   
43057,2016,4,5,24,1009.9,1011.1,29.6,26.8,25.7,079,00,000,0.0,   
43057,2016,4,6,24,1011.2,1012.4,30.0,25.8,24.0,070,29,004,0.0,   
43057,2016,4,7,24,1010.4,1011.6,30.4,26.8,25.3,074,32,004,0.0,   
43057,2016,4,8,24,1009.6,1010.8,31.0,24.4,21.2,056,34,006,0.0,   
43057,2016,4,9,24,1009.3,1010.5,31.2,25.8,23.4,063,29,006,0.0,   
43057,2016,4,10,24,1011.3,1012.5,30.2,27.4,26.3,080,32,008,0.0,   
43057,2016,4,11,24,1011.2,1012.4,31.2,26.8,25.0,070,32,006,0.0,   
43057,2016,4,12,24,1009.2,1010.4,31.4,27.8,26.4,075,32,004,0.0,   
43057,2016,4,13,24,1008.6,1009.8,30.0,27.0,25.8,078,32,006,0.0,   
43057,2016,4,14,24,1007.4,1008.6,31.0,27.2,25.7,073,29,006,0.0,   
43057,2016,4,15,24,1008.8,1010.0,30.0,26.6,25.2,075,34,008,0.0,   
43057,2016,4,17,24,1009.0,1010.2,31.4,26.0,23.6,062,29,006,0.0,   
43057,2016,4,18,24,1008.6,1009.8,31.0,27.2,25.7,073,29,004,0.0,   
43057,2016,4,19,24,1008.3,1009.5,31.4,27.8,26.4,075,32,004,0.0,   
43057,2016,4,20,24,1010.5,1011.7,30.0,27.2,26.1,080,32,006,0.0,   
43057,2016,4,21,24,1010.0,1011.2,31.0,27.2,25.7,073,27,006,0.0,   
43057,2016,4,22,24,1010.8,1012.0,31.0,25.6,23.2,063,25,004,0.0,   
43057,2016,4,23,24,1008.8,1010.0,31.6,26.0,23.5,063,27,006,0.0,   
43057,2016,4,24,24,1007.5,1008.7,31.6,25.6,22.9,060,25,006,0.0,   
43057,2016,4,25,24,1007.7,1008.9,31.0,25.0,22.2,060,27,004,0.0,   
43057,2016,4,26,24,1009.6,1010.8,31.2,26.2,24.0,066,32,004,0.0,   
43057,2016,4,27,24,1007.6,1008.8,34.8,28.2,22.3,048,32,006,0.0,   
43057,2016,4,28,24,1007.0,1008.2,32.6,28.2,26.5,070,32,004,0.0,   
