INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
43057,2015,06,24,29,1007.7,1008.9,31.0,27.0,25.4,072,32.4,25,006,  ,95,2,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,06,24,30,1007.4,1008.6,29.0,27.6,27.1,089,35.9,00,000,  ,96,7,3,7,2,1,2,9,9,9,7,4, , ,  ,0.0,   ,  , , ,   ,
43057,2015,06,48,01,1003.3,1004.5,32.4,26.6,24.1,062,30.0,25,008,07,96,1,1,1,1,0,0,9,9,0,2,6, , ,  ,0.0,020,  , , ,344,
43057,2015,06,48,02,1004.7,1005.9,33.0,26.8,24.2,060,30.2,29,004,06,96,4,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,020,  , , ,344,
43057,2015,06,48,03,1003.5,1004.7,32.6,26.4,23.7,060,29.3,29,008,06,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,020,  , , ,350,
43057,2015,06,48,04,1002.6,1003.8,32.4,28.2,26.6,071,34.8,29,010,06,95,2,1,3,1,0,0,9,9,0,2,5, , ,  ,0.0,020,  , , ,323,
43057,2015,06,48,05,1003.5,1004.5,31.2,28.4,27.3,080,36.3,32,008,04,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,020,  , , ,324,
43057,2015,06,48,06,1001.7,1002.9,32.4,28.6,27.2,074,36.1,29,006,05,96,0,0,3,1,1,2,0,9,9,3,7, , ,  ,0.0,018,  , , ,344,
43057,2015,06,48,07,1002.8,1004.0,29.4,28.6,28.3,094,38.5,18,012,05,95,9,3,2,5, , ,9,9, ,8,5, , ,  ,2.2,002,  , , ,330,
43057,2015,06,48,08,1002.2,1003.4,31.2,29.2,28.5,085,38.9,99,005,07,96,6,2,3,1,1,1,9,9,9,4,4, , ,  ,0.0,020,  , , ,330,
43057,2015,06,48,09,1004.1,1005.3,31.4,28.4,27.3,079,36.3,20,010,05,97,2,2,3,1,1,1,9,9,9,4,6, , ,  ,0.0,020,  , , ,330,
43057,2015,06,48,10,1003.2,1004.4,31.4,29.2,28.4,084,38.7,99,005,05,97,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,020,  , , ,330,
43057,2015,06,48,11,1002.9,1004.1,30.4,28.0,27.1,083,35.9,25,006,06,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,016,  , , ,331,
43057,2015,06,48,12,1002.7,1003.9,29.8,27.4,26.5,082,34.6,25,008,05,96,4,2,3,2,1,2,9,9,9,6,5, , ,  ,0.2,014,  , , ,320,
43057,2015,06,48,13,1002.3,1003.5,26.8,26.2,26.0,095,33.6,25,004,06,96,9,3,7,3,1,1,9,9,9,7,4, , ,  ,14.6,006,  , , ,270,
43057,2015,06,48,14,1003.1,1004.3,25.6,24.6,24.1,092,30.1,00,000,02,95,6,3,2,5, , ,9,9, ,8,5, , ,  ,84.0,010,  , , ,260,
43057,2015,06,48,15,1003.7,1004.9,25.0,24.0,23.5,092,28.9,00,000,04,95,7,3,2,5, , ,9,9, ,8,4, , ,  ,30.2,010,  , , ,274,
43057,2015,06,48,16,1001.1,1002.3,28.0,27.0,26.6,092,34.8,16,010,06,95,3,2,7,2,1,1,9,9,9,5,5, , ,  ,3.0,010,  , , ,300,
43057,2015,06,48,17,998.9,1000.1,27.8,26.6,26.1,090,33.8,11,006,02,96,6,2,7,3,2,1,1,9,9,9,6,5, ,  ,9.0,010,  , , ,280,
43057,2015,06,48,18,998.8,1000.0,26.2,25.6,25.1,093,31.9,25,010,06,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,50.4,000,  , , ,270,
43057,2015,06,48,19,998.6,999.8,25.2,24.4,24.0,093,29.8,16,010,09,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,74.4,004,  , , ,260,
43057,2015,06,48,20,996.2,997.4,26.6,26.0,25.7,095,33.0,99,005,08,95,7,4,7,4, , ,9,9, ,8,4, , ,  ,31.7,007,  , , ,274,
43057,2015,06,48,21,995.7,996.9,26.4,25.2,24.9,093,31.5,99,005,06,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,17.6,008,  , , ,270,
43057,2015,06,48,22,997.4,998.6,28.8,27.4,26.9,089,35.4,99,005,07,95,7,3,7,5, , ,9,9, ,8,4, , ,  ,4.9,010,  , , ,294,
43057,2015,06,48,23,995.3,996.5,27.4,26.4,26.0,092,33.6,25,016,11,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,19.0,010,  , , ,270,
43057,2015,06,48,24,1000.6,1001.8,28.4,27.8,26.4,089,36.8,25,020,12,95,7,3,7,5, , ,9,9, ,8,4, , ,  ,0.2,015,  , , ,284,
43057,2015,06,48,25,1001.3,1002.5,29.0,27.2,26.5,086,34.6,25,010,08,95,2,2,7,4,0,0,9,9,0,6,5, , ,  ,0.2,012,  , , ,310,
43057,2015,06,48,26,1001.9,1003.1,29.2,27.4,26.7,086,35.0,25,008,08,95,6,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,008,  , , ,310,
43057,2015,06,48,27,1003.1,1004.3,30.4,27.0,25.6,076,32.8,25,008,12,95,6,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,008,  , , ,321,
43057,2015,06,48,28,1005.3,1006.5,30.0,27.0,25.8,078,33.2,25,010,07,95,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,020,  , , ,328,
43057,2015,06,48,29,1005.8,1007.0,31.0,26.8,25.1,071,31.9,25,010,08,96,4,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,012,  , , ,326,
43057,2015,06,48,30,1005.5,1006.7,30.2,26.6,25.1,074,31.9,25,006,05,95,3,2,7,3,1,1,9,9,9,6,5, , ,  ,0.0,020,  , , ,314,
43057,2015,07,12,01,1007.7,1008.9,29.2,27.2,26.4,085,34.4,25,006,04,95,2,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,012,  , , ,276,
43057,2015,07,12,02,1009.5,1010.7,27.4,25.0,23.9,081,29.7,25,006,05,95,4,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,012,  , , ,298,
43057,2015,07,12,03,1009.0,1010.2,27.4,25.0,23.9,081,29.7,25,006,05,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,012,  , , ,280,
43057,2015,07,12,04,1009.4,1010.6,28.8,26.6,25.7,083,33.0,25,008,07,95,2,2,7,2,0,0,9,9,0,4,5, , ,  ,0.0,008,  , , ,276,
43057,2015,07,12,05,1007.5,1008.7,28.2,26.4,25.7,086,33.0,25,010,07,96,6,3,7,2,1,1,9,9,9,6,5, , ,  ,0.0,020,  , , ,276,
43057,2015,07,12,06,1004.7,1005.9,29.0,26.0,24.7,078,31.1,25,010,08,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,012,  , , ,272,
43057,2015,07,12,07,1004.1,1005.3,28.6,27.0,26.4,088,34.4,25,008,08,96,6,3,7,2,1,1,9,9,9,6,5, , ,  ,0.8,004,  , , ,274,
43057,2015,07,12,08,1004.7,1005.9,28.4,26.6,25.9,086,33.4,25,012,09,95,5,3,7,4,0,0,9,9,0,7,5, , ,  ,2.9,009,  , , ,276,
43057,2015,07,12,09,1006.5,1007.7,28.2,26.4,25.7,086,33.0,25,008,07,95,6,2,3,2,1,1,9,9,9,5,5, , ,  ,2.7,017,  , , ,276,
43057,2015,07,12,10,1003.9,1005.1,28.6,27.2,26.6,089,34.8,25,008,07,95,3,2,7,4,0,0,9,9,0,7,5, , ,  ,0.0,008,  , , ,280,
43057,2015,07,12,11,1003.6,1004.8,29.0,26.8,25.9,083,33.4,25,010,10,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.2,004,  , , ,276,
43057,2015,07,12,12,1005.2,1006.4,29.0,26.8,25.9,083,33.4,25,008,08,95,2,2,7,3,0,0,9,9,0,5,5, , ,  ,2.0,006,  , , ,278,
43057,2015,07,12,13,1006.1,1007.3,29.0,27.4,26.8,088,35.2,25,004,05,95,2,2,3,3,0,0,9,9,0,5,5, , ,  ,0.2,008,  , , ,278,
43057,2015,07,12,14,1005.9,1007.1,29.2,27.0,26.1,083,33.8,00,000,04,96,2,2,3,2,1,1,9,9,9,5,5, , ,  ,0.0,008,  , , ,280,
43057,2015,07,12,15,1003.6,1004.8,28.2,25.6,24.5,080,30.7,25,008,05,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,008,  , , ,276,
43057,2015,07,12,16,1001.2,1002.4,27.6,27.0,26.8,095,35.2,25,006,09,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,0.0,006,  , , ,272,
43057,2015,07,12,18,1003.1,1004.3,28.2,26.6,25.9,087,33.4,25,012,10,95,2,2,7,4,0,0,9,9,0,6,5, , ,  ,1.0,005,  , , ,276,
43057,2015,07,12,19,1003.3,1004.5,29.0,27.2,26.5,086,34.6,29,012,10,95,6,3,7,4,0,0,9,9,0,7,5, , ,  ,0.8,008,  , , ,280,
43057,2015,07,12,20,1002.5,1003.7,27.4,26.8,26.6,095,34.8,25,010,11,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,014,  , , ,272,
43057,2015,07,12,21,1002.3,1003.5,26.2,25.4,25.1,093,31.9,27,020,11,95,7,2,2,6, , ,9,9, ,8,4, , ,  ,15.4,008,  , , ,266,
43057,2015,07,12,22,1002.8,1004.0,25.2,24.4,24.0,093,29.0,29,004,04,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,33.0,000,  , , ,260,
43057,2015,07,12,23,1002.6,1003.8,26.4,25.4,25.0,092,31.7,25,004,06,96,7,3,2,5, , ,9,9, ,8,4, , ,  ,1.8,012,  , , ,264,
43057,2015,07,12,24,1004.5,1005.7,26.4,25.6,25.3,093,32.2,25,006,04,95,7,3,2,5, , ,9, ,8,5, , , ,  ,11.2,012,  , , ,264,
43057,2015,07,12,25,1005.6,1006.8,27.0,26.2,25.9,093,33.4,25,004,08,95,7,2,7,6, , ,9,9, ,8,4, , ,  ,1.9,003,  , , ,264,
43057,2015,07,12,26,1004.9,1006.1,27.2,26.6,26.4,095,34.4,25,008,06,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,4.6,006,  , , ,266,
43057,2015,07,12,27,1005.1,1006.3,27.6,26.4,25.9,090,33.4,99,005,09,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,3.5,015,  , , ,266,
43057,2015,07,12,28,1005.4,1006.6,27.2,26.0,25.5,090,32.6,25,012,10,95,7,3,7,5, , ,9,9, ,8,5, , ,  ,9.7,007,  , , ,264,
43057,2015,07,12,29,1006.0,1007.2,26.6,26.0,25.7,095,33.0,25,010,10,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,3.8,012,  , , ,264,
43057,2015,07,12,30,1006.9,1008.1,27.4,26.6,26.3,094,34.2,25,008,09,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,11.2,006,  , , ,260,
43057,2015,07,12,31,1006.3,1007.5,27.0,25.8,25.3,091,32.2,29,008,07,95,5,2,7,3,1,1,9,9,9,6,5, , ,  ,6.4,014,  , , ,260,
43057,2015,07,24,01,1008.6,1009.8,30.2,26.0,24.2,070,30.2,25,006,  ,95,2,1,3,1,0,0,9,9,0,2,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,02,1009.6,1010.8,30.6,26.4,24.6,070,30.9,25,006,  ,95,4,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,03,1009.7,1010.9,31.2,26.8,25.8,070,31.7,25,006,  ,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,04,1009.7,1010.9,31.0,27.0,25.4,072,32.4,25,008,  ,95,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,05,1008.0,1009.2,31.0,27.0,25.4,072,32.4,25,006,  ,96,4,3,7,2,1,1,9,9,9,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,06,1006.8,1008.0,30.6,27.4,26.1,077,33.8,25,010,  ,95,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,07,1004.7,1005.9,30.0,27.2,26.1,080,33.8,25,012,  ,95,6,3,7,2,1,1,9,9,9,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,08,1006.0,1007.2,31.0,27.6,26.3,076,34.2,25,014,  ,95,5,3,7,4,0,0,9,9,0,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,09,1006.8,1008.0,30.4,28.8,28.2,088,38.2,29,004,  ,96,3,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,10,1004.4,1005.6,29.4,27.0,26.0,082,33.6,25,010,  ,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,11,1004.2,1005.4,30.2,27.6,26.6,081,34.8,25,010,  ,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.2,   ,  , , ,   ,
43057,2015,07,24,12,1005.8,1007.0,30.2,27.2,26.1,080,33.8,99,005,  ,95,2,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,13,1006.3,1007.5,32.0,27.6,25.8,070,32.2,25,010,  ,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,14,1005.9,1007.1,31.4,27.0,25.2,070,32.1,29,004,  ,96,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,15,1004.0,1005.2,32.0,27.0,24.9,066,31.5,25,008,  ,95,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,16,1001.6,1002.8,31.0,27.8,26.6,077,34.8,25,016,  ,96,6,2,7,3,1,1,9,9,9,6,5, , ,  ,0.3,   ,  , , ,   ,
43057,2015,07,24,17,1001.7,1002.9,29.0,28.2,27.9,094,37.6,25,008,  ,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,1.0,   ,  , , ,   ,
43057,2015,07,24,18,1003.7,1004.9,30.0,27.4,26.4,081,34.4,25,010,  ,95,2,2,7,4,0,0,9,9,0,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,19,1004.2,1005.4,30.4,27.0,25.6,076,32.8,29,010,  ,96,6,3,7,4,0,0,9,9,0,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,20,1003.2,1004.4,29.0,26.8,25.9,083,33.1,25,016,  ,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,4.0,   ,  , , ,   ,
43057,2015,07,24,21,1002.5,1003.7,26.4,26.0,25.8,097,33.2,29,016,  ,95,7,2,2,6, , ,9,9, ,8,4, , ,  ,11.3,   ,  , , ,   ,
43057,2015,07,24,22,1003.2,1004.4,25.4,25.2,25.1,098,31.9,27,010,  ,95,9,3,2,5,0,0,9,9,0,8,5, , ,  ,39.2,   ,  , , ,   ,
43057,2015,07,24,23,1003.1,1004.3,29.0,27.6,27.1,089,35.9,25,006,  ,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,0.2,   ,  , , ,   ,
43057,2015,07,24,24,1005.0,1006.2,27.4,26.6,26.3,094,34.2,25,012,  ,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,3.6,   ,  , , ,   ,
43057,2015,07,24,25,1005.7,1006.9,28.6,27.0,26.4,088,34.4,25,010,  ,95,7,3,7,5, , ,9,9, ,8,4, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,24,26,1005.1,1006.3,28.8,27.0,26.3,086,34.2,25,008,  ,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,1.3,   ,  , , ,   ,
43057,2015,07,24,27,1005.9,1007.1,27.0,25.8,25.3,090,32.2,25,012,  ,95,6,3,7,5, , ,9,9, ,8,5, , ,  ,5.5,   ,  , , ,   ,
43057,2015,07,24,28,1006.2,1007.4,26.6,25.8,25.5,094,32.6,25,010,  ,95,6,3,7,4,0,0,9,9,0,7,5, , ,  ,2.1,   ,  , , ,   ,
43057,2015,07,24,30,1007.7,1008.9,27.0,26.0,25.6,092,32.8,25,010,  ,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,0.5,   ,  , , ,   ,
43057,2015,07,24,31,1007.7,1008.9,30.0,27.0,25.8,078,33.2,29,010,  ,95,3,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,   ,  , , ,   ,
43057,2015,07,48,01,1006.6,1007.8,30.0,25.4,23.3,068,28.6,29,006,08,96,6,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,016,  , , ,328,
43057,2015,07,48,02,1007.6,1008.8,29.8,25.8,24.1,071,30.0,25,010,07,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,010,  , , ,330,
43057,2015,07,48,03,1008.3,1009.5,30.0,26.0,24.3,071,30.4,25,010,08,95,2,2,3,2,1,1,9,9,9,5,5, , ,  ,0.0,020,  , , ,330,
43057,2015,07,48,04,1007.9,1009.1,29.6,26.6,25.4,078,32.4,25,010,10,96,6,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,018,  , , ,320,
43057,2015,07,48,05,1005.9,1007.1,30.0,26.6,25.2,075,32.1,25,008,09,95,3,2,2,3,0,0,9,9,0,5,5, , ,  ,0.0,008,  , , ,310,
43057,2015,07,48,06,1004.3,1005.5,30.0,27.2,26.1,080,33.8,25,010,09,96,6,3,7,3,1,1,9,9,9,7,5, , ,  ,0.0,020,  , , ,306,
43057,2015,07,48,07,1003.1,1004.3,29.4,27.0,26.0,082,33.6,25,009,  ,95,2,2,7,3,1,1,9,9,9,6,5, , ,  ,2.9,014,  , , ,304,
43057,2015,07,48,08,1004.8,1006.0,29.4,27.0,26.0,082,33.6,25,012,10,96,4,2,3,2,1,1,9,9,9,5,5, , ,  ,0.4,010,  , , ,308,
43057,2015,07,48,09,1004.2,1005.4,30.4,27.8,26.8,081,35.2,29,008,08,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.3,011,  , , ,316,
43057,2015,07,48,10,1001.6,1002.8,29.8,27.8,27.0,085,35.7,25,008,10,95,2,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,020,  , , ,310,
43057,2015,07,48,11,1002.2,1003.4,30.4,27.4,26.2,079,34.0,25,012,10,96,2,2,7,3,1,1,9,9,9,6,5, , ,  ,0.2,020,  , , ,318,
43057,2015,07,48,12,1003.9,1005.1,31.0,27.6,26.3,076,34.2,27,010,07,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,020,  , , ,318,
43057,2015,07,48,13,1004.0,1005.2,31.4,27.8,26.4,075,34.4,29,008,07,96,2,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,018,  , , ,330,
43057,2015,07,48,14,1002.8,1004.0,31.2,26.8,25.0,070,31.7,29,006,06,95,3,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,020,  , , ,332,
43057,2015,07,48,15,1001.6,1002.8,29.8,27.6,26.7,084,35.0,25,010,08,96,7,3,7,5, , ,9,9, ,8,4, , ,  ,0.0,018,  , , ,330,
43057,2015,07,48,16,999.2,1000.4,30.0,27.0,25.8,078,33.2,25,008,10,95,3,2,3,2,0,0,9,9,0,4,5, , ,  ,0.3,017,  , , ,312,
43057,2015,07,48,17,1000.1,1001.3,29.6,27.4,26.5,084,34.6,25,010,13,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,2.6,006,  , , ,310,
43057,2015,07,48,18,1001.4,1002.6,30.0,27.4,26.4,081,34.4,25,010,11,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,016,  , , ,314,
43057,2015,07,48,19,1002.0,1003.2,30.0,28.4,27.8,088,37.4,25,014,11,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.2,010,  , , ,312,
43057,2015,07,48,20,1001.1,1002.3,29.0,26.8,25.9,083,33.4,25,016,11,95,7,2,2,6, , ,9,9, ,8,4, , ,  ,4.0,020,  , , ,310,
43057,2015,07,48,21,1000.7,1001.9,27.2,26.0,25.5,090,32.6,29,010,09,95,6,3,7,4,0,0,9,9,0,7,5, , ,  ,12.8,008,  , , ,274,
43057,2015,07,48,22,1000.9,1002.1,26.4,26.0,25.8,097,33.2,25,010,08,95,3,2,2,6, , ,9,9, ,8,4, , ,  ,8.4,006,  , , ,268,
43057,2015,07,48,24,1003.0,1004.2,26.0,25.2,24.9,093,31.2,25,016,09,95,7,3,2,5, ,0, ,9,9, ,8,5, ,  ,29.8,008,  , , ,272,
43057,2015,07,48,25,1003.5,1004.7,29.2,27.4,26.7,086,35.0,25,008,10,95,7,3,7,5, , ,9,9, ,8,4, , ,  ,0.0,008,  , , ,304,
43057,2015,07,48,26,1003.7,1004.9,28.4,27.2,26.7,091,35.0,25,016,16,96,7,3,7,5, , ,9,9, ,8,4, , ,  ,3.3,013,  , , ,300,
43057,2015,07,48,27,1004.8,1006.0,27.0,26.0,25.6,092,32.8,25,010,12,95,6,3,7,5, , ,9,9, ,8,5, , ,  ,13.7,011,  , , ,268,
43057,2015,07,48,28,1005.4,1006.6,26.6,25.8,25.5,093,32.6,25,012,11,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,17.2,010,  , , ,288,
43057,2015,07,48,29,1005.1,1006.3,27.4,26.2,25.7,090,33.0,25,008,10,96,7,3,7,5, , ,9,9, ,8,4, , ,  ,11.2,012,  , , ,280,
43057,2015,07,48,30,1006.0,1007.2,27.0,26.0,25.6,092,32.8,25,010,09,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,1.0,010,  , , ,300,
43057,2015,07,48,31,1005.5,1006.7,29.0,27.0,26.2,085,34.0,29,010,09,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,1.6,026,  , , ,322,
43057,2015,08,12,01,1008.0,1009.2,26.0,25.2,24.9,093,31.5,00,000,06,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,3.4,014,  , , ,270,
43057,2015,08,12,02,1008.9,1010.1,28.0,27.0,26.6,092,34.8,29,006,07,96,6,2,7,4,1,1,9,9,9,7,5, , ,  ,1.2,012,  , , ,270,
43057,2015,08,12,03,1007.7,1008.9,27.0,25.2,24.4,086,30.5,29,008,06,95,6,2,7,3,0,0,9,9,0,5,5, , ,  ,2.0,008,  , , ,270,
43057,2015,08,12,04,1006.3,1007.5,28.0,26.8,26.3,091,34.2,29,006,06,96,6,3,7,3,1,1,9,9,9,7,5, , ,  ,0.0,008,  , , ,270,
43057,2015,08,12,05,1005.7,1006.9,27.4,26.4,26.0,092,33.6,25,008,08,95,6,3,2,5, , ,9,9, ,8,5, , ,  ,0.6,006,  , , ,266,
43057,2015,08,12,06,1004.2,1005.4,27.0,26.4,24.0,095,34.0,29,012,08,95,6,3,2,5, , ,9,9, ,8,5, , ,  ,2.2,010,  , , ,264,
43057,2015,08,12,07,1004.5,1005.7,27.4,26.4,26.0,092,33.6,25,008,08,95,6,3,2,5, , ,9,9, ,8,5, , ,  ,0.8,000,  , , ,272,
43057,2015,08,12,08,1005.6,1006.8,25.4,25.2,25.1,098,31.9,25,006,04,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,6.0,010,  , , ,264,
43057,2015,08,12,09,1003.6,1004.8,26.0,25.6,25.4,097,32.4,00,000,02,95,6,3,7,4,0,0,9,9,0,7,5, , ,  ,0.7,011,  , , ,260,
43057,2015,08,12,10,1003.0,1004.2,25.2,24.8,24.6,096,30.9,14,004,02,95,6,3,2,5, , ,9,9, ,8,5, , ,  ,4.2,003,  , , ,260,
43057,2015,08,12,11,1004.9,1006.1,26.0,25.2,24.9,093,31.5,00,000,02,95,2,2,7,5,0,0,9,9,0,7,5, , ,  ,2.4,004,  , , ,   ,
43057,2015,08,12,13,1005.4,1006.6,26.4,25.0,24.4,089,30.5,29,008,03,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,0.3,006,  , , ,264,
43057,2015,08,12,14,1005.5,1006.7,26.2,25.6,25.3,095,33.2,25,004,04,95,2,2,3,3,1,1,9,9,9,6,5, , ,  ,4.3,014,  , , ,   ,
43057,2015,08,12,15,1006.7,1007.0,26.0,25.6,25.4,097,32.4,00,000,02,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,6.5,005,  , , ,264,
43057,2015,08,12,16,1008.2,1009.4,27.4,26.0,25.4,089,32.4,27,008,05,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.2,012,  , , ,270,
43057,2015,08,12,17,1007.4,1008.6,27.4,26.4,26.0,092,34.0,00,000,04,95,2,2,7,5,0,0,9,9,0,7,5, , ,  ,1.6,010,  , , ,268,
43057,2015,08,12,18,1007.8,1009.0,27.0,26.4,26.2,095,34.0,14,004,  ,95,2,2,7,3,1,1,9,9,9,6,5, , ,  ,8.6,018,  , , ,270,
43057,2015,08,12,19,1009.2,1010.4,28.0,27.4,27.2,095,36.1,14,004,01,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,0.3,011,  , , ,   ,
43057,2015,08,12,20,1009.0,1010.2,28.2,26.6,25.9,087,33.4,00,000,01,96,6,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,028,  , , ,274,
43057,2015,08,12,21,1008.8,1010.0,26.8,26.6,26.5,098,34.6,25,006,04,95,3,2,7,3,1,1,9,9,9,6,5, , ,  ,4.4,014,  , , ,268,
43057,2015,08,12,22,1008.1,1009.3,28.2,26.0,25.1,083,31.9,00,000,03,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,1.4,006,  , , ,270,
43057,2015,08,12,23,1007.6,1008.8,28.8,26.8,26.0,085,33.6,29,010,07,96,6,3,7,2,1,1,9,9,9,6,5, , ,  ,0.0,012,  , , ,274,
43057,2015,08,12,24,1008.9,1010.1,28.0,25.6,24.6,082,30.9,25,008,07,95,2,2,7,3,1,1,9,9,9,6,5, , ,  ,0.0,014,  , , ,270,
43057,2015,08,12,25,1007.6,1008.8,25.6,25.4,25.3,098,32.2,25,010,08,95,7,3,7,3,1,1,9,9,9,7,4, , ,  ,10.9,009,  , , ,264,
43057,2015,08,12,26,1007.0,1008.2,27.4,24.2,22.7,075,27.6,29,008,04,95,2,2,7,4,0,0,9,9,0,6,5, , ,  ,3.6,010,  , , ,268,
43057,2015,08,12,27,1006.2,1007.3,28.2,25.8,24.8,082,31.3,29,004,04,96,6,2,7,3,1,1,9,9,9,6,5, , ,  ,0.3,015,  , , ,270,
43057,2015,08,12,28,1006.5,1007.7,25.2,24.8,24.6,096,31.9,14,004,04,95,7,3,2,5, , ,9,9, ,8,5, , ,  ,19.2,022,  , , ,262,
43057,2015,08,12,29,1006.7,1007.9,26.0,25.4,24.9,093,31.5,00,000,02,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,1.0,006,  , , ,264,
43057,2015,08,12,30,1007.1,1008.3,25.6,24.4,23.9,090,29.7,29,004,03,95,7,3,7,5, , ,9,9, ,8,4, , ,  ,14.9,009,  , , ,260,
43057,2015,08,12,31,1008.1,1009.3,26.4,25.2,24.7,090,31.1,00,000,02,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,6.6,016,  , , ,262,
43057,2015,08,24,01,1009.0,1010.2,29.4,27.4,26.6,085,34.8,25,008,  ,95,2,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,   ,  , , ,   ,
